polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,num_atoms_sidechainfeaturizer_sum,num_atoms_sidechainfeaturizer_mean,num_atoms_sidechainfeaturizer_max,num_atoms_sidechainfeaturizer_min,numsidechainfeaturizer,num_atoms_backbonefeaturizer,numbackbonefeaturizer,num_hbond_donors_fullpolymerfeaturizer,num_hbond_acceptors_fullpolymerfeaturizer,num_rotatable_bonds_fullpolymerfeaturizer,num_rings_fullpolymerfeaturizer,num_non_aromatic_rings_fullpolymerfeaturizer,num_aromatic_rings_fullpolymerfeaturizer,topological_surface_area_fullpolymerfeaturizer,fraction_bicyclic_rings_fullpolymerfeaturizer,num_aliphatic_heterocycles_fullpolymerfeaturizer,slogp_vsa1_fullpolymerfeaturizer,balaban_j_index_fullpolymerfeaturizer,molecular_weight_fullpolymerfeaturizer,sp3_carbon_count_fullpolymerfeaturizer,sp2_carbon_count_fullpolymerfeaturizer,max_estate_index_fullpolymerfeaturizer,smr_vsa5_fullpolymerfeaturizer,fp_density_morgan1_fullpolymerfeaturizer,total_halogens_fullpolymerfeaturizer,fluorine_count_fullpolymerfeaturizer,chlorine_count_fullpolymerfeaturizer,bromine_count_fullpolymerfeaturizer,single_bonds_fullpolymerfeaturizer,double_bonds_fullpolymerfeaturizer,triple_bonds_fullpolymerfeaturizer,bridging_rings_count_fullpolymerfeaturizer,max_ring_size_fullpolymerfeaturizer,heteroatom_density_fullpolymerfeaturizer,heteroatom_count_fullpolymerfeaturizer,heteroatom_distance_mean_fullpolymerfeaturizer,heteroatom_distance_min_fullpolymerfeaturizer,heteroatom_distance_max_fullpolymerfeaturizer,heteroatom_distance_sum_fullpolymerfeaturizer
,*c1cnc(C2C(c3ccccc3)C(*)C2c2ccccc2)cn1,423.15,GREA,,423.15-423.15,1,black,,12.0,6.0,6.0,6.0,2.0,12.0,1.0,0.0,2.0,3.0,4.0,1.0,3.0,25.78,0.0,1.0,6.196843571613076,1.7625499698090066,284.131348512,4.0,18.0,4.813993764172335,24.174539761410188,0.7272727272727273,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.16666666666666666,4.0,5.447707171713823,2.5980762113533156,9.621320343559645,32.68624303028294
,*c1nc(-c2ccccc2)nc(N(C)CCCCCCN(*)C)n1,330.15,GREA,,330.15-330.15,1,black,,6.0,6.0,6.0,6.0,1.0,18.0,1.0,0.0,5.0,9.0,2.0,0.0,2.0,45.150000000000006,0.0,1.0,11.22722980561502,1.8998751892624008,297.19534573600004,9.0,13.0,4.687315355549933,25.683286491704038,0.9545454545454546,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.2916666666666667,7.0,7.521451870235389,1.4999999999999993,15.588457268119894,157.95048927494318
,*c1nc(-c2ccccc2)nc(N(CCCCCCCCCCN(*)c2ccccc2)c2ccccc2)n1,335.15,GREA,,335.15-335.15,1,black,,18.0,6.0,6.0,6.0,3.0,20.0,1.0,0.0,5.0,15.0,4.0,0.0,4.0,45.150000000000006,0.0,1.0,16.54401840962135,1.2169615659410695,477.2892461200001,10.0,26.0,4.913744310410031,51.36657298340809,0.5555555555555556,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.18421052631578946,7.0,9.784060080961897,1.4999999999999996,19.615045245933032,205.46526170019985
,*c1nc(-c2ccccc2)nc(N(CCCCCCN(*)c2ccccc2)c2ccccc2)n1,347.15,GREA,,347.15-347.15,1,black,,18.0,6.0,6.0,6.0,3.0,16.0,1.0,0.0,5.0,11.0,4.0,0.0,4.0,45.150000000000006,0.0,1.0,16.54401840962135,1.3924748762469064,421.22664586400003,6.0,26.0,4.89769247787261,25.683286491704038,0.625,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.20588235294117646,7.0,7.337080963249777,1.5000000000000002,14.465476141489434,154.0787002282453
,*c1nc(-c2ccccc2)nc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,367.15,GREA,,367.15-367.15,1,black,,18.0,6.0,6.0,6.0,3.0,14.0,1.0,0.0,5.0,9.0,4.0,0.0,4.0,45.150000000000006,0.0,1.0,16.54401840962135,1.5110167538422086,393.19534573600004,4.0,26.0,4.887613634194622,12.841643245852019,0.6666666666666666,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.21875,7.0,6.1239644220167895,1.5000000000000009,11.90588089979066,128.60325286235258
,*c1nc(-c2ccccc2)nc(N(c2ccccc2)c2ncnc(N(*)c3ccccc3)n2)n1,552.15,GREA,,552.15-552.15,1,black,,18.0,6.0,6.0,6.0,3.0,16.0,1.0,0.0,8.0,6.0,5.0,0.0,5.0,83.82000000000001,0.0,2.0,16.54401840962135,1.6259911023305085,416.1497925120001,0.0,32.0,4.846358969513731,0.0,0.59375,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.29411764705882354,10.0,4.642690666241355,1.5000000000000004,9.367496997597597,208.92107998086098
,*c1nc(C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)(F)F)n1,268.15,GREA,,268.15-268.15,1,black,,10.0,10.0,10.0,10.0,1.0,26.0,1.0,0.0,3.0,8.0,1.0,0.0,1.0,38.67,0.0,1.0,6.3273200747645415,3.8443612304912405,546.9788831799999,28.0,6.0,14.163432657785336,54.0594474389647,0.4411764705882353,19.0,19.0,0.0,0.0,30.0,0.0,0.0,0.0,6.0,0.6666666666666666,24.0,7.114499678450188,1.4999999999999984,17.036725037400817,1963.601911252252
,*c1nc(C)nc(N(CCCCCCCCCCN(*)c2ccccc2)c2ccccc2)n1,321.15,GREA,,321.15-321.15,1,black,,12.0,6.0,6.0,6.0,2.0,21.0,1.0,0.0,5.0,14.0,3.0,0.0,3.0,45.150000000000006,0.0,1.0,16.54401840962135,1.3223815749154322,415.27359605600003,11.0,20.0,4.715040606706327,58.29031018309871,0.6774193548387096,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.21212121212121213,7.0,9.784060080961897,1.4999999999999984,19.61504524593303,205.46526170019985
,*c1nc(C)nc(N(CCCCCCN(*)c2ccccc2)c2ccccc2)n1,340.15,GREA,,340.15-340.15,1,black,,12.0,6.0,6.0,6.0,2.0,17.0,1.0,0.0,5.0,10.0,3.0,0.0,3.0,45.150000000000006,0.0,1.0,16.54401840962135,1.5144256891890462,359.21099580000003,7.0,20.0,4.698988774168907,32.60702369139466,0.7777777777777778,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.2413793103448276,7.0,7.337080963249775,1.5000000000000002,14.465476141489434,154.07870022824528
,*c1nc(C)nc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,358.15,GREA,,358.15-358.15,1,black,,12.0,6.0,6.0,6.0,2.0,15.0,1.0,0.0,5.0,8.0,3.0,0.0,3.0,45.150000000000006,0.0,1.0,16.54401840962135,1.655133534083537,331.17969567200004,5.0,20.0,4.688909930490919,19.765380445542643,0.84,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.25925925925925924,7.0,6.1239644220167895,1.5000000000000002,11.90588089979066,128.60325286235258
,*c1nc2cc(S(=O)(=O)c3ccc4oc(C5CCC(*)CC5)nc4c3)ccc2o1,569.15,GREA,,569.15-569.15,1,black,,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,6.0,3.0,5.0,1.0,4.0,86.2,0.4,2.0,6.393639498790523,1.51013827674134,380.08307799199997,7.0,20.0,13.178340679782778,47.812981111827,0.9259259259259259,0.0,0.0,0.0,0.0,11.0,2.0,0.0,2.0,6.0,0.3103448275862069,9.0,7.990123957449825,1.5000000000000002,20.135494095059368,287.6444624681937
,*c1ncnc(N(CCCCCCCCCCN(*)c2ccccc2)c2ccccc2)n1,328.15,GREA,,328.15-328.15,1,black,,12.0,6.0,6.0,6.0,2.0,20.0,1.0,0.0,5.0,14.0,3.0,0.0,3.0,45.150000000000006,0.0,1.0,16.54401840962135,1.292042630826497,401.25794599200003,10.0,20.0,4.654207273372994,51.36657298340809,0.6666666666666666,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,0.21875,7.0,9.784060080961897,1.5000000000000007,19.615045245933032,205.46526170019985
,*c1ncnc(N(CCCCCCN(*)c2ccccc2)c2ccccc2)n1,345.15,GREA,,345.15-345.15,1,black,,12.0,6.0,6.0,6.0,2.0,16.0,1.0,0.0,5.0,10.0,3.0,0.0,3.0,45.150000000000006,0.0,1.0,16.54401840962135,1.4781415239501836,345.19534573600004,6.0,20.0,4.638155440835573,25.683286491704038,0.7692307692307693,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.25,7.0,7.337080963249778,1.5000000000000002,14.465476141489436,154.07870022824534
,*c1ncnc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,364.15,GREA,,364.15-364.15,1,black,,12.0,6.0,6.0,6.0,2.0,14.0,1.0,0.0,5.0,8.0,3.0,0.0,3.0,45.150000000000006,0.0,1.0,16.54401840962135,1.6165948771021843,317.16404560800004,4.0,20.0,4.628076597157586,12.841643245852019,0.8333333333333334,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.2692307692307692,7.0,6.123964422016788,1.5000000000000002,11.905880899790658,128.60325286235255
,*c1nnc(-c2cc(CCCCCCCC)c(-c3ccc(-c4sc(-c5nnc(-c6cc(OCCCCCCCC)c(*)cc6OCCCCCCCC)o5)cc4CCCCCCCC)s3)s2)o1,307.25,GREA,,307.25-307.25,1,black,,34.0,8.5,9.0,8.0,4.0,33.0,1.0,0.0,11.0,35.0,6.0,0.0,6.0,96.30000000000001,0.0,5.0,21.93373247485223,1.265324041872736,938.4872198480001,32.0,33.0,6.685488635230827,194.63631099483882,0.4461538461538462,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,6.0,0.19402985074626866,13.0,10.389166393255513,1.4999999999999984,23.711340992547704,810.35497867393
,*c1nnc(-c2cc(CCCCCCCCCC)c(-c3sc(-c4nnc(-c5cc(OCCCCCCCC)c(*)cc5OCCCCCCCC)o4)cc3CCCCCCCCCC)s2)o1,326.95,GREA,,326.95-326.95,1,black,,38.0,9.5,10.0,9.0,4.0,28.0,1.0,0.0,10.0,38.0,5.0,0.0,5.0,96.30000000000001,0.0,4.0,21.93373247485223,1.4189735246868167,912.56209904,36.0,28.0,6.722093023011255,220.31959748654288,0.4375,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,6.0,0.18181818181818182,12.0,9.20786163787049,1.4999999999999996,21.202107347333694,607.7188680994524
,*c1nnc(-c2ccc(Oc3ccc(/C=C/c4ccc(Oc5ccc(*)c6ccccc56)cc4)c4ccccc34)c3ccccc23)o1,514.15,GREA,,514.15-514.15,1,black,,12.0,4.0,4.0,4.0,3.0,35.0,1.0,0.0,5.0,7.0,8.0,0.0,8.0,57.38000000000001,0.375,1.0,21.93373247485223,1.0574258959205174,580.178692628,0.0,45.0,6.625197358801834,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,6.0,0.14893617021276595,7.0,11.148187884527696,1.4999999999999998,21.943900494394754,234.1119455750816
,*c1nnc(-c2ccc(Oc3ccc(/C=C/c4ccc(Oc5ccc(*)c6ccccc56)cc4)cc3)c3ccccc23)o1,511.15,GREA,,511.15-511.15,1,black,,8.0,4.0,4.0,4.0,2.0,35.0,1.0,0.0,5.0,7.0,7.0,0.0,7.0,57.38000000000001,0.2857142857142857,1.0,21.93373247485223,1.039632875998233,530.163042564,0.0,41.0,6.311910321764796,0.0,0.5365853658536586,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,6.0,0.16279069767441862,7.0,11.330364066534244,1.4999999999999998,22.206836722807004,237.93764539721911
,*c1nnc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(*)c6ccccc56)cc4)(C(F)(F)F)C(F)(F)F)cc3)c3ccccc23)o1,493.15,GREA,,493.15-493.15,1,black,,16.0,4.0,4.0,4.0,4.0,34.0,1.0,0.0,5.0,7.0,7.0,0.0,7.0,57.38000000000001,0.2857142857142857,1.0,21.93373247485223,1.2277190123701438,654.13781182,9.0,39.0,14.913626823639607,17.76758750428373,0.5208333333333334,6.0,6.0,0.0,0.0,17.0,0.0,0.0,2.0,6.0,0.26,13.0,9.437914526514524,1.5,24.652860391399113,736.1573330681329
,*c1nnc(-c2sc(-c3nnc(-c4cc(OCCCCCCCC)c(*)cc4OCCCCCCCC)o3)cc2CCCCCCCC)o1,397.45,GREA,,397.45-397.45,1,black,,26.0,8.666666666666666,9.0,8.0,3.0,23.0,1.0,0.0,9.0,26.0,4.0,0.0,4.0,96.30000000000001,0.0,3.0,21.93373247485223,1.5262693152512727,662.3865772080001,24.0,23.0,6.441710526041403,142.7668224346661,0.5957446808510638,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,6.0,0.22448979591836735,11.0,7.511432638304343,1.4999999999999993,16.868520258734243,413.12879510673883
,*c1sc(*)c(CCCCCCN(CC)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)c1CCCCCC,290.15,GREA,,290.15-290.15,1,black,,32.0,16.0,26.0,6.0,2.0,7.0,1.0,0.0,6.0,17.0,3.0,0.0,3.0,71.1,0.0,1.0,15.660035271782307,1.4143937075023219,518.271547456,14.0,23.0,10.788557755704002,78.05569062864136,0.8108108108108109,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,6.0,0.23076923076923078,9.0,12.226542738262724,1.5000000000000002,25.290110543920477,440.15553857745806
,C(CCCCCCCC1=C(SC(=C1)[*])[*])CC,246.15,Xie,,246.15-246.15,1,black,,10.0,10.0,10.0,10.0,1.0,7.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,10.76012554093183,1.989564512778451,222.144221704,10.0,5.0,2.5498494303215624,64.71113180602472,1.0666666666666667,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,0.17647058823529413,3.0,3.5420865590468353,2.673019572565103,5.2802205320103015,10.626259677140506
,C(CCCCCCCC1=C(SC(=C1)[*])[*])CCCC,243.15,Xie,,243.15-243.15,1,black,,12.0,12.0,12.0,12.0,1.0,7.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,10.76012554093183,1.8994828247923834,250.175521832,12.0,5.0,2.5562802324254412,77.55277505187675,0.9411764705882353,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.15789473684210525,3.0,3.5420865590468362,2.673019572565103,5.280220532010302,10.626259677140508
,C1(=CC(=C(C=C1C=C[*])OC)[*])OCC(CC)CCCC,339.15,Xie,,339.15-339.15,1,black,,11.0,5.5,9.0,2.0,2.0,10.0,1.0,0.0,2.0,9.0,1.0,0.0,1.0,18.46,0.0,0.0,15.540092976061707,2.829659265053962,260.177630008,9.0,10.0,6.18108560090703,39.53076089108528,1.368421052631579,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,6.0,0.19047619047619047,4.0,5.71844242793475,2.9999999999999982,8.351646544245034,34.3106545676085
,C1(=CC(=C(C=C1C=C[*])OC)[*])OCCC(CCCC(C)C)C,323.15,Xie,,323.15-323.15,1,black,,13.0,6.5,11.0,2.0,2.0,10.0,1.0,0.0,2.0,10.0,1.0,0.0,1.0,18.46,0.0,0.0,15.540092976061707,2.5467772057632323,288.208930136,11.0,10.0,6.129079034391534,46.4544980907759,1.1904761904761905,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,6.0,0.17391304347826086,4.0,5.718442427934749,2.9999999999999982,8.351646544245034,34.310654567608495
,C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C%11=CC=C(C4=C(C(=C(C5=C4N=C(C(=N5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=C([*])S8)C9=CC=CC=C9)C%10=CC=CC=C%10)S%11,465.15,Xie,,465.15-465.15,1,black,,44.0,8.8,16.0,6.0,5.0,31.0,1.0,0.0,4.0,21.0,11.0,1.0,10.0,25.78,0.2727272727272727,3.0,11.446429838927525,1.1445602117670712,984.4510920480001,17.0,56.0,5.963644643500258,109.15396758974218,0.3835616438356164,0.0,0.0,0.0,0.0,28.0,0.0,0.0,3.0,6.0,0.08,6.0,9.780037746923746,2.673019572565106,21.498799161017622,146.7005662038562
,C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C4=CC=C(C=C4)N(C5=CC=C(C=C5)[*])C6=CC=C(C=C6)C(CC)C,413.15,Xie,,413.15-413.15,1,black,,26.0,8.666666666666666,10.0,8.0,3.0,28.0,1.0,0.0,1.0,20.0,6.0,1.0,5.0,3.24,0.3333333333333333,0.0,17.032643867773697,1.3436713830517302,687.480400952,21.0,31.0,2.66369986161676,135.34016965821084,0.5,0.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,6.0,0.05555555555555555,3.0,13.26105860678858,6.000000000000004,19.04844947609699,39.78317582036574
,C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C5=CC=C(C4=CC=C([*])S4)S5,375.15,Xie,,375.15-375.15,1,black,,16.0,8.0,8.0,8.0,2.0,25.0,1.0,0.0,2.0,16.0,5.0,1.0,4.0,0.0,0.4,2.0,11.446429838927525,1.485570741533166,552.288443408,17.0,22.0,2.6641955266018353,109.15396758974218,0.5641025641025641,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,6.0,0.0975609756097561,4.0,9.161653203531591,2.6730195725651065,17.066484067017573,54.96991922118955
,C1(=CC3=C(C=C1)C2=C(C=C(C=C2)[*])C3(CCCCCCCC)CCCCCCCC)C9=CC=C(C4=CC=C(C5=C4N=C(C(=C5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=C([*])S8)S9,415.15,Xie,,415.15-415.15,1,black,,32.0,10.666666666666666,16.0,8.0,3.0,31.0,1.0,0.0,3.0,19.0,9.0,1.0,8.0,12.89,0.3333333333333333,3.0,11.446429838927525,1.1397459276972344,831.393242824,17.0,44.0,5.705198718834096,109.15396758974218,0.45901639344262296,0.0,0.0,0.0,0.0,26.0,0.0,0.0,3.0,6.0,0.07936507936507936,5.0,10.815842382909823,2.673019572565106,21.498799161017622,108.15842382909823
,C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CC(CCCC)CC)CC(CCCC)CC,332.15,Xie,,332.15-332.15,1,black,,16.0,8.0,8.0,8.0,2.0,15.0,1.0,0.0,0.0,12.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,12.13273413692322,2.1582468882595003,388.31300128,17.0,12.0,2.676904289493575,97.31815549741938,0.7241379310344828,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,6.0,0.06451612903225806,2.0,10.303328406604251,10.303328406604251,10.303328406604251,10.303328406604251
,C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CCCCCC)CCCCCC,374.15,Xie,,374.15-374.15,1,black,,12.0,6.0,6.0,6.0,2.0,15.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,12.13273413692322,2.0266706327574115,332.250401024,13.0,12.0,2.635793178382464,83.47068109803814,0.68,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,6.0,0.07407407407407407,2.0,10.303328406604251,10.303328406604251,10.303328406604251,10.303328406604251
,C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CCCCCCCC)CCCCCCCC,344.15,Xie,,344.15-344.15,1,black,,16.0,8.0,8.0,8.0,2.0,15.0,1.0,0.0,0.0,14.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,12.13273413692322,1.8477682959836736,388.31300128,17.0,12.0,2.6581388573948095,109.15396758974218,0.5862068965517241,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,6.0,0.06451612903225806,2.0,10.303328406604251,10.303328406604251,10.303328406604251,10.303328406604251
,C1(C3=C(C2=C1C=C(C=C2)[*])C=CC(=C3)[*])(CCCCCCCCCCCC)CCCCCCCCCCCC,289.15,Xie,,289.15-289.15,1,black,,24.0,12.0,12.0,12.0,2.0,15.0,1.0,0.0,0.0,22.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,12.13273413692322,1.5874044584447695,500.438201792,25.0,12.0,2.6843669652288114,160.5205405731503,0.4594594594594595,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,6.0,0.05128205128205128,2.0,10.303328406604253,10.303328406604253,10.303328406604253,10.303328406604253
,C12=CC(=CC=C1\C(C(=O)N2CC(CCCCCCCCCC)CCCCCCCC)=C3\C4=C(N(C3=O)CC(CCCCCCCC)CCCCCCCCCC)C=C(C=C4)C5=CC=C(S5)C6=CC=C(S6)[*])[*],338.15,Xie,,338.15-338.15,1,black,,40.0,20.0,20.0,20.0,2.0,32.0,1.0,0.0,4.0,38.0,6.0,2.0,4.0,40.620000000000005,0.3333333333333333,4.0,21.24624930062848,1.3158809577277646,984.660022184,40.0,30.0,15.679804527213772,233.1612407323949,0.4142857142857143,0.0,0.0,0.0,0.0,52.0,3.0,0.0,2.0,6.0,0.1111111111111111,8.0,8.81788678419611,2.673019572565102,19.235112975643226,246.90082995749108
,C12=NSN=C1C(=CC=C2C3=CC(=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])C6(CCCCCCCC)CCCCCCCC)CCCCCC)C7=CC(=C(S7)[*])CCCCCC,352.15,Xie,,352.15-352.15,1,black,,28.0,7.0,8.0,6.0,4.0,34.0,1.0,0.0,5.0,27.0,7.0,1.0,6.0,25.78,0.42857142857142855,3.0,11.446429838927525,1.2649448741462455,854.47011324,29.0,31.0,5.041318847526028,187.20965821838357,0.48333333333333334,0.0,0.0,0.0,0.0,36.0,0.0,0.0,3.0,6.0,0.11290322580645161,7.0,8.503916738872025,1.5000000000000002,21.245531896268176,178.5822515163125
,C12=NSN=C1C(=CC=C2C3=CC(=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])[N]6C(CCCCCCCC)CCCCCCCC)CCCCCC)C7=CC(=C(S7)[*])CCCCCC,347.15,Xie,,347.15-347.15,1,black,,29.0,9.666666666666666,17.0,6.0,3.0,34.0,1.0,0.0,6.0,28.0,7.0,0.0,7.0,30.71,0.42857142857142855,4.0,11.446429838927525,1.2664784139892435,869.481012272,29.0,32.0,5.031426149737544,187.83650857813475,0.5245901639344263,0.0,0.0,0.0,0.0,34.0,0.0,0.0,3.0,6.0,0.12698412698412698,8.0,9.05805849384026,1.4999999999999998,21.245531896268176,253.62563782752727
,C12=NSN=C1C(=CC=C2C3=CC(=C(S3)C6=CC5=C(C4=C(C=C(S4)[*])[N]5CC(CCCC)CC)S6)CCCCCC)C7=CC(=C(S7)[*])CCCCCC,363.15,Xie,,363.15-363.15,1,black,,23.0,5.75,8.0,3.0,4.0,29.0,1.0,0.0,8.0,19.0,7.0,0.0,7.0,30.71,0.42857142857142855,6.0,10.76012554093183,1.2668073947153673,755.253003568,20.0,30.0,4.974059573763706,124.13120792563923,0.66,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,6.0,0.19230769230769232,10.0,8.985772498186774,1.4999999999999982,19.847515640222337,404.35976241840484
,C12=NSN=C1C(=CC=C2C3=CC5=C(C=C3)C4=C(C=C(C=C4)[*])C5(CCCCCCCC)CCCCCCCC)[*],385.15,Xie,,385.15-385.15,1,black,,16.0,8.0,8.0,8.0,2.0,24.0,1.0,0.0,3.0,15.0,5.0,1.0,4.0,25.78,0.6,1.0,12.13273413692322,1.5416135192085894,522.306870344,17.0,21.0,4.7859084809182635,109.15396758974218,0.631578947368421,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,6.0,0.125,5.0,7.1195264969085885,1.4999999999999984,14.734726325886403,71.19526496908588
,C12=NSN=C1C(=CC=C2C3=CC=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])C6(CCCCCCCC)CCCCCCCC)C7=CC=C(S7)[*],399.15,Xie,,399.15-399.15,1,black,,16.0,8.0,8.0,8.0,2.0,34.0,1.0,0.0,5.0,17.0,7.0,1.0,6.0,25.78,0.42857142857142855,3.0,11.446429838927525,1.2281295304055684,686.2823124720001,17.0,31.0,4.832660925939161,109.15396758974218,0.5416666666666666,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,6.0,0.14,7.0,8.503916738872025,1.5000000000000007,21.24553189626818,178.58225151631254
,C12=NSN=C1C(=CC=C2C3=CC=C(S3)C4=CC6=C(C=C4)C5=C(C=C(C=C5)[*])[N]6C(CCCCCCCC)CCCCCCCC)C7=CC=C(S7)[*],389.15,Xie,,389.15-389.15,1,black,,17.0,17.0,17.0,17.0,1.0,34.0,1.0,0.0,6.0,18.0,7.0,0.0,7.0,30.71,0.42857142857142855,4.0,11.446429838927525,1.2271442205243952,701.2932115039999,17.0,32.0,4.822768228150676,109.78081794949337,0.5918367346938775,0.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,6.0,0.1568627450980392,8.0,9.05805849384026,1.499999999999999,21.245531896268176,253.62563782752727
,C14=CC(=C3C2=C1C(=C(C=C2C(N(C3=O)CC(CCCCCCCC)CCCCCCCCCC)=O)[*])C(N(C4=O)CC(CCCCCCCC)CCCCCCCCCC)=O)C6=CC=C(C5=CC=C([*])S5)S6,347.15,Xie,,347.15-347.15,1,black,,40.0,20.0,20.0,20.0,2.0,32.0,1.0,0.0,6.0,38.0,6.0,2.0,4.0,74.76,0.3333333333333333,4.0,11.446429838927525,1.333395819077246,988.618551296,40.0,30.0,15.511122852685627,233.1612407323949,0.4,0.0,0.0,0.0,0.0,52.0,4.0,0.0,2.0,6.0,0.1388888888888889,10.0,7.618484368750151,2.598076211353315,15.053249279157473,342.8317965937568
,C15=C(C(=C2C(=C1OCC(CC)CCCC)SC(=C2)C3=C4C(=C(S3)[*])C(=C(S4)C(=O)OCC(CC)CCCC)F)OCC(CC)CCCC)SC(=C5)[*],313.15,Xie,,313.15-313.15,1,black,,33.0,11.0,15.0,9.0,3.0,19.0,1.0,0.0,8.0,22.0,5.0,0.0,5.0,44.760000000000005,0.4,4.0,20.23385144853193,1.5905095414785235,756.281072396,25.0,25.0,16.11952045422131,118.59228267325587,0.72,1.0,1.0,0.0,0.0,32.0,1.0,0.0,2.0,6.0,0.21153846153846154,11.0,7.478955264735752,2.5980762113533165,15.266599081638642,411.3425395604663
,C1=C(C(=CC(=C1[*])OC)C=CC2=C(C=C(C(=C2)OCC(CCCC)CC)C=C[*])OC)OC,386.15,Xie,,386.15-386.15,1,black,,15.0,3.75,9.0,2.0,4.0,18.0,1.0,0.0,4.0,13.0,2.0,0.0,2.0,36.92,0.0,0.0,25.013818883661806,2.4103617375779605,422.24570956799994,11.0,20.0,6.379794014840913,39.53076089108528,0.8387096774193549,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,6.0,0.18181818181818182,6.0,8.340911818203711,3.0000000000000004,15.223337347638331,125.11367727305567
,C1=C(SC(=C1)[*])[*],488.15,Xie,,488.15-488.15,1,black,,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.76012554093183,3.042002767407289,81.987721064,0.0,5.0,2.3125,0.0,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.42857142857142855,3.0,3.5420865590468367,2.6730195725651034,5.280220532010302,10.62625967714051
