polymer,PSMILES,Exp_Tg(K),source,SMILES,tg_range,number of points,reliability,stdev,dp_2,nconf20_2,rotatable_bonds,num_rings,num_aromatic_rings,num_non_aromatic_rings,hbond_acceptors,hbond_donors,n_sc,len_sc,min_length_sc,max_length_sc,mean_length_sc,n_bb,len_bb,min_length_bb,max_length_bb,mean_length_bb,fingerprint,cluster_label,Source
,*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,594.15,GREA,,594.15-594.15,1,black,,Cn1c(=O)c2cc3c(=O)n(-c4cccc(P(=O)(c5ccccc5)c5cccc(-n6c(=O)c7cc8c(=O)n(-c9cccc(P(=O)(c%10ccccc%10)c%10cccc(C)c%10)c9)c(=O)c8c(-c8ccc(C(F)(F)F)cc8)c7c6=O)c5)c4)c(=O)c3c(-c3ccc(C(F)(F)F)cc3)c2c1=O,98.0,11,14,14,0,14,0,2,"[7, 11]",7,11,9.0,1,[32],32,32,32.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cedc10>,1,cluster_1
,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CC2CCC1C2,540.15,GREA,,540.15-540.15,1,black,,CC(=O)c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(OC)c(C5CC6CCC5C6)c4)cc3)c(C3CC4CCC3C4)c2)cc1,101.0,10,8,4,4,8,0,1,[8],8,8,8.0,1,[20],20,20,20.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d37970>,1,cluster_1
,*c1cccc(C(=O)Nc2cccc(S(=O)(=O)c3cccc(NC(=O)c4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)c3)c2)c1,520.15,GREA,,520.15-520.15,1,black,,CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(C(=O)Nc5cccc(S(=O)(=O)c6cccc(NC(=O)c7cccc(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10cccc(C(=O)Nc%12cccc(S(=O)(=O)c%13cccc(NC(=O)c%14cccc(C)c%14)c%13)c%12)c%10)C%11=O)cc9C8=O)c7)c6)c5)c3)C4=O)cc2C1=O,183.0,17,16,12,4,16,4,0,,0,0,0.0,1,[57],57,57,57.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cea270>,0,cluster_0
,*c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc(NC(=O)c6cc(C(=O)Nc7ccc(Oc8ccc9nc(-c%10ccccc%10)c(*)nc9c8)cc7)cc(N7C(=O)c8ccccc8C7=O)c6)cc5)ccc4nc3-c3ccccc3)cc2)cc1,533.15,GREA,,533.15-533.15,1,black,,Cc1nc2cc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(Oc6ccc7nc(-c8ccccc8)c(-c8ccc(Oc9ccc(-c%10nc%11cc(Oc%12ccc(NC(=O)c%13cc(C(=O)Nc%14ccc(Oc%15ccc%16nc(-c%17ccccc%17)c(-c%17ccc(Oc%18ccc(C)cc%18)cc%17)nc%16c%15)cc%14)cc(N%14C(=O)c%15ccccc%15C%14=O)c%13)cc%12)ccc%11nc%10-c%10ccccc%10)cc9)cc8)nc7c6)cc5)cc(N5C(=O)c6ccccc6C5=O)c4)cc3)ccc2nc1-c1ccccc1,1.0,29,26,24,2,22,4,3,"[7, 12, 7]",7,12,8.666666666666666,1,[61],61,61,61.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d56f20>,0,cluster_0
,*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)cc6C5=O)cc4)cc3)cc2)cc1,474.15,GREA,,474.15-474.15,1,black,,CN1C(=O)c2ccc(Oc3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8ccc(N9C(=O)c%10ccc(Oc%11ccc(Oc%12ccc%13c(c%12)C(=O)N(c%12ccc(Oc%14ccc(S(=O)(=O)c%15ccc(Oc%16ccc(C)cc%16)cc%15)cc%14)cc%12)C%13=O)cc%11)cc%10C9=O)cc8)cc7)cc6)cc4)C5=O)cc3)cc2C1=O,6.0,23,18,14,4,20,0,0,,0,0,0.0,1,[61],61,61,61.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdf7b0>,0,cluster_0
,*c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,536.15,GREA,,536.15-536.15,1,black,,CC(c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc(C(c8cccc(N9C(=O)c%10ccc(C)cc%10C9=O)c8)(C(F)(F)F)C(F)(F)F)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O)(C(F)(F)F)C(F)(F)F,493.0,11,12,8,4,8,0,2,"[9, 9]",9,9,9.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce73c0>,0,cluster_0
,O=C(N1C2=CC=CC(N3C(C4=CC=CC(OC5=CC=C(O[*])C=C5)=C4C3=O)=O)=C2)C6=C([*])C=CC=C6C1=O,532.15,Qiu,,532.15-532.15,1,black,,Cc1cccc2c1C(=O)N(c1cccc(N3C(=O)c4cccc(Oc5ccc(Oc6cccc7c6C(=O)N(c6cccc(N8C(=O)c9cccc(Oc%10ccc(OC)cc%10)c9C8=O)c6)C7=O)cc5)c4C3=O)c1)C2=O,362.0,11,12,8,4,12,0,0,,0,0,0.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd0f90>,0,cluster_0
,*Oc1c(C)c(C)c(NC(=O)c2ccc(C(=O)Nc3ccc(*)cc3)cc2)c(C)c1C,606.15,GREA,,606.15-606.15,1,black,,Cc1ccc(NC(=O)c2ccc(C(=O)Nc3c(C)c(C)c(Oc4ccc(NC(=O)c5ccc(C(=O)Nc6c(C)c(C)c(OC)c(C)c6C)cc5)cc4)c(C)c3C)cc2)cc1,48.0,11,6,6,0,6,4,0,,0,0,0.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d22430>,1,cluster_1
,*c1ccc2c(c1)C(=O)N(c1cccc(C(c3ccccc3)(c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)C(F)(F)F)c1)C2=O,578.15,GREA,,578.15-578.15,1,black,,CC(c1ccc2c(c1)C(=O)N(c1cccc(C(c3ccccc3)(c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc(C(c8ccccc8)(c8cccc(N9C(=O)c%10ccc(C)cc%10C9=O)c8)C(F)(F)F)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)C(F)(F)F)c1)C2=O)(C(F)(F)F)C(F)(F)F,439.0,13,14,10,4,8,0,2,"[11, 9]",9,11,10.0,1,[38],38,38,38.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce7430>,0,cluster_0
,O=C(N1C2=CC=CC=C2OC3=CC=C(N4C(C5=CC=C(C([*])=O)C=C5C4=O)=O)C=C3)C6=CC([*])=CC=C6C1=O,560.15,Qiu,,560.15-560.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccccc1Oc1ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccccc5Oc5ccc(N7C(=O)c8ccc(C(=O)C)cc8C7=O)cc5)C6=O)cc4C3=O)cc1)C2=O,343.0,11,12,8,4,12,0,0,,0,0,0.0,1,[39],39,39,39.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd1580>,0,cluster_0
,*c1ccc(Oc2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(Oc6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,418.15,GREA,,418.15-418.15,1,black,,CC1C(=O)N(c2ccc(Oc3ccc(C)cc3)cc2)C(=O)C1SCCOCCSC1C(=O)N(c2ccc(Oc3ccc(N4C(=O)CC(C)(SCCOCCSC5(C)CC(=O)N(c6ccc(Oc7ccc(N8C(=O)C(C)C(SCCOCCSC9C(=O)N(c%10ccc(Oc%11ccc(N%12C(=O)CC(C)(SCCOCCSC%13(C)CC(=O)N(C)C%13=O)C%12=O)cc%11)cc%10)C(=O)C9C)C8=O)cc7)cc6)C5=O)C4=O)cc3)cc2)C(=O)C1C,1.0,47,16,8,8,32,0,0,,0,0,0.0,1,[74],74,74,74.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d5b5f0>,1,cluster_1
,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,426.15,GREA,,426.15-426.15,1,black,,Cc1ccc(C(=O)c2cccc(C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(C(=O)c7cccc(C(=O)c8ccc(Oc9ccc(C(C)(C)c%10ccc(OC)cc%10)cc9)cc8)c7)cc6)cc5)cc4)cc3)c2)cc1,490.0,19,10,10,0,8,0,0,,0,0,0.0,1,[41],41,41,41.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d2bd60>,1,cluster_1
,*c1cccc(OCCCCOc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c2)c1,451.15,GREA,,451.15-451.15,1,black,,CN1C(=O)c2cccc(-c3ccc4c(c3)C(=O)N(c3cccc(OCCCCOc5cccc(N6C(=O)c7cccc(-c8ccc9c(c8)C(=O)N(c8cccc(OCCCCOc%10cccc(C)c%10)c8)C9=O)c7C6=O)c5)c3)C4=O)c2C1=O,309.0,19,12,8,4,12,0,0,,0,0,0.0,1,[42],42,42,42.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cec7b0>,0,cluster_0
,*c1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,473.15,GREA,,473.15-473.15,1,black,,CCN(CCOc1ccc(C)cc1-c1cc(-c2ccccc2)c2cc(Oc3ccc4nc(-c5ccc(OCCN(CC)c6ccc(C(C#N)=C(C#N)C#N)cc6)c(-c6cc(-c7ccccc7)c7cc(Oc8ccc9nc(C)cc(-c%10ccccc%10)c9c8)ccc7n6)c5)cc(-c5ccccc5)c4c3)ccc2n1)c1ccc(C(C#N)=C(C#N)C#N)cc1,1.0,25,16,16,0,16,0,3,"[21, 7, 7]",7,21,11.666666666666666,1,[29],29,29,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d54190>,1,cluster_1
,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC(C6CCC7C(=O)N(*)C(=O)C7C6)CC5C4=O)cc3)cc2)cc1,511.15,GREA,,511.15-511.15,1,black,,CN1C(=O)C2CCC(C3CCC4C(=O)N(c5ccc(Oc6ccc(Oc7ccc(N8C(=O)C9CCC(C%10CCC%11C(=O)N(c%12ccc(Oc%13ccc(Oc%14ccc(C)cc%14)cc%13)cc%12)C(=O)C%11C%10)CC9C8=O)cc7)cc6)cc5)C(=O)C4C3)CC2C1=O,358.0,13,14,6,8,12,0,0,,0,0,0.0,1,[44],44,44,44.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdd900>,1,cluster_1
,*Nc1ccc(C2(c3ccc(NC(=O)c4cc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,643.15,GREA,,643.15-643.15,1,black,,CC(=O)c1cc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc(C(=O)Nc2ccc(C3(c4ccc(NC(=O)c5cc(NC(=O)C67CC8CC(CC(C8)C6)C7)cc(C(=O)Nc6ccc(C7(c8ccc(NC)cc8)c8ccccc8-c8ccccc87)cc6)c5)cc4)c4ccccc4-c4ccccc43)cc2)c1,88.0,16,20,10,10,7,6,3,"[14, 6, 6]",6,14,8.666666666666666,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d05cf0>,1,cluster_1
,*Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)OC)c(C(*)=O)c3)ccc2C(=O)OC)cc1,507.35,GREA,,507.35-507.35,1,black,,COC(=O)c1ccc(-c2ccc(C(=O)OC)c(C(=O)Nc3ccc(NC(=O)c4cc(-c5ccc(C(=O)OC)c(C(=O)Nc6ccc(NC)cc6)c5)ccc4C(=O)OC)cc3)c2)cc1C(C)=O,384.0,14,6,6,0,13,4,2,"[5, 5]",5,5,5.0,1,[26],26,26,26.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d070b0>,1,cluster_1
,*c1ccc(Sc2cc3c(cc2Sc2ccc(N4C(=O)C5C6C=CC(C7C(=O)N(*)C(=O)C67)C5C4=O)cc2)C(=O)N(CCN(C)C)C3=O)cc1,583.15,GREA,,583.15-583.15,1,black,,CN(C)CCN1C(=O)c2cc(Sc3ccc(C)cc3)c(Sc3ccc(N4C(=O)C5C6C=CC(C5C4=O)C4C(=O)N(c5ccc(Sc7cc8c(cc7Sc7ccc(N9C(=O)C%10C%11C=CC(C%12C(=O)N(C)C(=O)C%11%12)C%10C9=O)cc7)C(=O)N(CCN(C)C)C8=O)cc5)C(=O)C64)cc3)cc2C1=O,99.0,17,18,6,12,18,0,1,[12],12,12,12.0,1,[40],40,40,40.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575ce1dd0>,0,cluster_0
,*Cc1cc2cc(C(=O)Nc3ccc(-c4ccc(NC(=O)c5cc6cc(*)c(OC(=O)COc7ccc8ccc(=O)oc8c7)cc6oc5=O)cc4)cc3)c(=O)oc2cc1OC(=O)COc1ccc2ccc(=O)oc2c1,521.15,GREA,,521.15-521.15,1,black,,Cc1cc2cc(C(=O)Nc3ccc(-c4ccc(NC(=O)c5cc6cc(Cc7cc8cc(C(=O)Nc9ccc(-c%10ccc(NC(=O)c%11cc%12cc(CC)c(OC(=O)COc%13ccc%14ccc(=O)oc%14c%13)cc%12oc%11=O)cc%10)cc9)c(=O)oc8cc7OC(=O)COc7ccc8ccc(=O)oc8c7)c(OC(=O)COc7ccc8ccc(=O)oc8c7)cc6oc5=O)cc4)cc3)c(=O)oc2cc1OC(=O)COc1ccc2ccc(=O)oc2c1,1.0,29,20,20,0,32,4,2,"[17, 17]",17,17,17.0,1,[43],43,43,43.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d91120>,1,cluster_1
,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3ccccc3N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,562.15,GREA,,562.15-562.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1ccccc1C(=O)c1ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccccc5C(=O)c5ccc(N7C(=O)c8ccc(C(=O)C)cc8C7=O)cc5)C6=O)cc4C3=O)cc1)C2=O,288.0,11,12,8,4,12,0,0,,0,0,0.0,1,[40],40,40,40.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d5d2e0>,0,cluster_0
,*c1ccc(Oc2ccc3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3c2)cc1,528.15,GREA,,528.15-528.15,1,black,,Cc1nc(-c2ccccc2)nc(-c2ccc(Oc3ccc4ccc(Oc5ccc(-c6nc(-c7ccccc7)nc(-c7ccc(Oc8ccc9ccc(Oc%10ccc(C)cc%10)cc9c8)cc7)n6)cc5)cc4c3)cc2)n1,297.0,13,12,12,0,10,0,1,[7],7,7,7.0,1,[32],32,32,32.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cdfd60>,1,cluster_1
,*c1ccc(NC(=O)c2cc(C(=O)Nc3ccc(S(*)(=O)=O)cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,580.15,GREA,,580.15-580.15,1,black,,CS(=O)(=O)c1ccc(NC(=O)c2cc(C(=O)Nc3ccc(S(=O)(=O)c4ccc(NC(=O)c5cc(C(=O)Nc6ccc(C)cc6)cc(S(=O)(=O)c6ccccc6)c5)cc4)cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,388.0,15,8,8,0,12,4,1,[10],10,10,10.0,1,[29],29,29,29.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d525f0>,1,cluster_1
,O=C(C1=CC=C([*])C=C12)N(C3=CC=C(OC4=CC=CC(OC5=CC=C(N6C(C7=CC(O[*])=CC=C7C6=O)=O)C=C5)=C4)C=C3)C2=O,473.15,Qiu,,473.15-473.15,1,black,,COc1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9cccc(Oc%10ccc(N%11C(=O)c%12ccc(C)cc%12C%11=O)cc%10)c9)cc7)C8=O)cc6C5=O)cc4)c3)cc1)C2=O,454.0,15,14,10,4,14,0,0,,0,0,0.0,1,[45],45,45,45.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dcdeb0>,0,cluster_0
,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3c(C)cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c3C)c1)C2=O,573.15,GREA,,573.15-573.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(C(=O)c3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc(C)c(C(=O)c8cccc(N9C(=O)c%10ccc(C(=O)C)cc%10C9=O)c8)c6C)C7=O)cc5C4=O)c3)c1C)C2=O,413.0,11,12,8,4,12,0,0,,0,0,0.0,1,[43],43,43,43.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d5f040>,0,cluster_0
,*c1cc(C(=O)OC)cc(N2C(=O)CC(C3Cc4ccccc4C4C(=O)N(*)C(=O)C43)C2=O)c1,531.15,GREA,,531.15-531.15,1,black,,COC(=O)c1cc(C)cc(N2C(=O)CC(C3Cc4ccccc4C4C(=O)N(c5cc(C(=O)OC)cc(N6C(=O)CC(C7Cc8ccccc8C8C(=O)N(C)C(=O)C87)C6=O)c5)C(=O)C43)C2=O)c1,391.0,7,10,4,6,12,0,2,"[5, 6]",5,6,5.5,1,[26],26,26,26.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d430b0>,1,cluster_1
,*Oc1ccc(C(C)(C)c2ccc(OP3(Oc4ccc(C(=O)OCCC)cc4)=NP(Oc4ccc(C(=O)OCCC)cc4)(Oc4ccc(C(=O)OCCC)cc4)=NP(*)(Oc4ccc(C(=O)OCCC)cc4)=N3)cc2)cc1,299.15,GREA,,299.15-299.15,1,black,,CCCOC(=O)c1ccc(OP2(C)=NP(Oc3ccc(C(=O)OCCC)cc3)(Oc3ccc(C(C)(C)c4ccc(OP5(Oc6ccc(C(=O)OCCC)cc6)=NP(Oc6ccc(C(=O)OCCC)cc6)(Oc6ccc(C(C)(C)c7ccc(OC)cc7)cc6)=NP(Oc6ccc(C(=O)OCCC)cc6)(Oc6ccc(C(=O)OCCC)cc6)=N5)cc4)cc3)=NP(Oc3ccc(C(=O)OCCC)cc3)(Oc3ccc(C(=O)OCCC)cc3)=N2)cc1,1.0,51,14,12,2,34,0,3,"[14, 27, 14]",14,27,18.33333333333333,1,[25],25,25,25.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d2b4a0>,1,cluster_1
,*c1ccc(-c2nc(-c3cccc(-c4nnc(-c5ccccc5)c(*)n4)n3)nnc2-c2ccccc2)cc1,533.15,GREA,,533.15-533.15,1,black,,Cc1nc(-c2cccc(-c3nnc(-c4ccccc4)c(-c4ccc(-c5nc(-c6cccc(-c7nnc(-c8ccccc8)c(-c8ccc(C)cc8)n7)n6)nnc5-c5ccccc5)cc4)n3)n2)nnc1-c1ccccc1,56.0,11,12,12,0,14,0,2,"[7, 7]",7,7,7.0,1,[26],26,26,26.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d4b270>,1,cluster_1
,*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)c(S(=O)(=O)O)c3)cc2S(=O)(=O)O)cc1,493.15,GREA,,493.15-493.15,1,black,,Cc1ccc(C(=O)c2ccc(Oc3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(OC)cc6)c(S(=O)(=O)O)c5)cc4S(=O)(=O)O)cc3)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,414.0,15,6,6,0,14,4,2,"[5, 5]",5,5,5.0,1,[24],24,24,24.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d39270>,1,cluster_1
,*Oc1ccc(S(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,438.15,GREA,,438.15-438.15,1,black,,Cc1ccc(C(C)(C)c2ccc(Oc3ccc(S(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(S(=O)c8ccc(OC)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,263.0,15,8,8,0,6,0,0,,0,0,0.0,1,[33],33,33,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d3cb30>,1,cluster_1
,*C(=O)N1C(=S)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccccc1,428.15,GREA,,428.15-428.15,1,black,,CCOC(=O)C1=C(C)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)N7C(=S)N(C(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(N%11C(=O)c%12ccc(C)cc%12C%11=O)cc%10)cc8)C9=O)C(C)=C(C(=O)OCC)C7c7ccccc7)cc6C5=O)cc4)cc2)C3=O)C(=S)N(C(=O)C)C1c1ccccc1,28.0,17,16,10,6,20,0,2,"[6, 7]",6,7,6.5,1,[49],49,49,49.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575cf7200>,0,cluster_0
,*Cc1ccc(C(C)(C)c2ccc(CN3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)o2)o1,402.15,GREA,,402.15-402.15,1,black,,CN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(Cc3ccc(C(C)(C)c5ccc(CN6C(=O)c7ccc(-c8ccc9c(c8)C(=O)N(Cc8ccc(C(C)(C)c%10ccc(CC)o%10)o8)C9=O)cc7C6=O)o5)o3)C4=O)cc2C1=O,72.0,13,12,8,4,12,0,0,,0,0,0.0,1,[39],39,39,39.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d91430>,0,cluster_0
,*Oc1ccc(C(=O)NCC(C)(C)CCCNC(=O)c2ccc(*)cc2)cc1,428.15,GREA,,428.15-428.15,1,black,,Cc1ccc(C(=O)NCCCC(C)(C)CNC(=O)c2ccc(Oc3ccc(C(=O)NCCCC(C)(C)CNC(=O)c4ccc(OC)cc4)cc3)cc2)cc1,486.0,19,4,4,0,6,4,0,,0,0,0.0,1,[28],28,28,28.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d27c80>,1,cluster_1
,*Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc(*)cc7)C7CC8CC(C7)CC6C8)cc5)cc4)cc3)cc2)cc1,503.15,GREA,,503.15-503.15,1,black,,Cc1ccc(C2(c3ccc(Oc4ccc(NC(=O)c5ccc(Oc6ccc(C(=O)Nc7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc(NC(=O)c%12ccc(Oc%13ccc(C(=O)Nc%14ccc(OC)cc%14)cc%13)cc%12)cc%11)cc%10)C%10CC%11CC(C%10)CC9C%11)cc8)cc7)cc6)cc5)cc4)cc3)C3CC4CC(C3)CC2C4)cc1,14.0,23,20,12,8,10,4,1,[3],3,3,3.0,1,[56],56,56,56.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d36120>,1,cluster_1
,*Oc1ccc(C(=O)c2ccccc2)c(-c2cc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)ccc2C(=O)c2ccccc2)c1,429.15,GREA,,429.15-429.15,1,black,,Cc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccccc4)c(-c4cc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc(C(=O)c8ccccc8)c(-c8cc(OC)ccc8C(=O)c8ccccc8)c7)cc6)cc5)ccc4C(=O)c4ccccc4)c3)cc2)cc1,418.0,21,12,12,0,8,0,2,"[9, 9]",9,9,9.0,1,[31],31,31,31.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d29890>,1,cluster_1
,*C(=O)OCCN(CCOC(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,449.15,GREA,,449.15-449.15,1,black,,Cc1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(=O)OCCN(CCOC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc(Cc8cc(C)c(N9C(=O)c%10ccc(C(=O)OCCN(CCOC(=O)C)c%11ccc(/N=N/c%12ccc([N+](=O)[O-])cc%12[N+](=O)[O-])cc%11)cc%10C9=O)c(C)c8)cc6C)C7=O)c6ccc(/N=N/c7ccc([N+](=O)[O-])cc7[N+](=O)[O-])cc6)cc5C4=O)c(C)c3)cc1C)C2=O,1.0,33,16,12,4,30,0,1,[21],21,21,21.0,1,[52],52,52,52.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575dd8430>,0,cluster_0
,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,673.15,GREA,,673.15-673.15,1,black,,CC(=O)c1ccc(C(=O)Oc2ccc(C3(c4ccc(OC(=O)c5ccc(C(=O)Oc6ccc(C7(c8ccc(OC)cc8)c8ccccc8C(=O)c8ccccc87)cc6)cc5)cc4)c4ccccc4C(=O)c4ccccc43)cc2)cc1,34.0,12,12,10,2,10,0,2,"[6, 6]",6,6,6.0,1,[33],33,33,33.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x146575d2f9e0>,1,cluster_1
